checkpoint,dataset,split,status,wer,training_mode,lr,augmentation,decode,epoch,n_repeats,words,ins_rate,del_rate,sub_rate,checkpoint_path,source,note,repeat_ids
old_seed,earnings22,dev,complete,0.5882391590013141,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,1,45660.0,0.02378449408672799,0.46982041173894,0.09463425317564608,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,results/enc_dec/rob94_fixed_setting_thesis/pkl/earnings22-dev-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0_1.pkl,,1/1
old_seed,earnings22,test,complete,0.2180626187120887,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,1,48963.0,0.03788575046463656,0.052917509139554356,0.1272593591078978,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,results/enc_dec/rl_step_30000/rob63_rl_self_training_compare/pkl/earnings22-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0_1.pkl,,1/1
old_seed,chime6,dev,complete,1.0,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,1,61127.0,0.0,1.0,0.0,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,results/enc_dec/rob94_fixed_setting_thesis/pkl/chime6-dev-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0_1.pkl,,1/1
old_seed,chime6,test,complete,1.0,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,1,56740.0,0.0,1.0,0.0,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,results/enc_dec/rl_step_30000/rob63_best_ce_remaining_datasets/pkl/chime6-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0_1.pkl,,1/1
old_seed,rev16,dev,unavailable,,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,0,,,,,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,,Current lcasr/rev16 loader exposes test only; no dev manifest is wired into the runner.,
old_seed,rev16,test,complete,0.2379016815347771,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,1,195833.0,0.023234082100565278,0.14223343358882312,0.07243416584538867,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,results/enc_dec/rl_step_30000/rob63_best_ce_remaining_datasets/pkl/rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0_1.pkl,,1/1
rl_step_30000,tedlium,dev,complete,0.09273792417375926,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,1,18094.0,0.019564496518182824,0.025035923510555985,0.04813750414502045,/store/store5/data/acp21rjf_checkpoints/lcasr/rob61_rl_floras50_30k_b36_r24_grpo_wer70_cer30_std001_const_lr_1e-5/step_30000.pt,results/enc_dec/rob94_fixed_setting_thesis/pkl/tedlium-dev-rl_step_30000-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0_1.pkl,,1/1
rl_step_30000,tedlium,test,complete,0.07992202729044834,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,1,28215.0,0.010668084352294879,0.02764486975013291,0.041609073188020554,/store/store5/data/acp21rjf_checkpoints/lcasr/rob61_rl_floras50_30k_b36_r24_grpo_wer70_cer30_std001_const_lr_1e-5/step_30000.pt,results/enc_dec/rl_step_30000/rob63_rl_self_training_compare/pkl/tedlium-test-rl_step_30000-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0_1.pkl,,1/1
rl_step_30000,earnings22,dev,complete,0.8679807271134472,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,1,45660.0,0.5212220762155059,0.031449846692947876,0.3153088042049934,/store/store5/data/acp21rjf_checkpoints/lcasr/rob61_rl_floras50_30k_b36_r24_grpo_wer70_cer30_std001_const_lr_1e-5/step_30000.pt,results/enc_dec/rob94_fixed_setting_thesis/pkl/earnings22-dev-rl_step_30000-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0_1.pkl,,1/1
rl_step_30000,earnings22,test,complete,0.21365112431836283,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,1,48963.0,0.04152114862242918,0.04213385617711333,0.12999611951882034,/store/store5/data/acp21rjf_checkpoints/lcasr/rob61_rl_floras50_30k_b36_r24_grpo_wer70_cer30_std001_const_lr_1e-5/step_30000.pt,results/enc_dec/rl_step_30000/rob63_rl_self_training_compare/pkl/earnings22-test-rl_step_30000-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0_1.pkl,,1/1
rl_step_30000,chime6,dev,complete,1.0,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,1,61127.0,0.0,1.0,0.0,/store/store5/data/acp21rjf_checkpoints/lcasr/rob61_rl_floras50_30k_b36_r24_grpo_wer70_cer30_std001_const_lr_1e-5/step_30000.pt,results/enc_dec/rob94_fixed_setting_thesis/pkl/chime6-dev-rl_step_30000-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0_1.pkl,,1/1
rl_step_30000,chime6,test,complete,1.0,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,1,56740.0,0.0,1.0,0.0,/store/store5/data/acp21rjf_checkpoints/lcasr/rob61_rl_floras50_30k_b36_r24_grpo_wer70_cer30_std001_const_lr_1e-5/step_30000.pt,results/enc_dec/rl_step_30000/rob63_best_ce_remaining_datasets/pkl/chime6-test-rl_step_30000-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0_1.pkl,,1/1
rl_step_30000,rev16,dev,unavailable,,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,0,,,,,/store/store5/data/acp21rjf_checkpoints/lcasr/rob61_rl_floras50_30k_b36_r24_grpo_wer70_cer30_std001_const_lr_1e-5/step_30000.pt,,Current lcasr/rev16 loader exposes test only; no dev manifest is wired into the runner.,
rl_step_30000,rev16,test,complete,0.23599189105002732,teacher_ce,1em7,freq3_width24_time0,beam5_lp0p5,1,1,195833.0,0.022800038808576697,0.13811768190243728,0.07507417033901334,/store/store5/data/acp21rjf_checkpoints/lcasr/rob61_rl_floras50_30k_b36_r24_grpo_wer70_cer30_std001_const_lr_1e-5/step_30000.pt,results/enc_dec/rl_step_30000/rob63_best_ce_remaining_datasets/pkl/rev16-test-rl_step_30000-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq3_width24_time0_1.pkl,,1/1
